"Adresse","Type de contenu","Taille (octets)","Liens entrants IMG","Indexabilité","Statut d'indexabilité","Dimensions"
"https://deltaco.com/files/menu/item/DEL-890%20Promo%203%20Digital%20Assets%20Website%20Images_NEW%20FEATURE-strawberrysprite_THUMB﹖v=4.057.jpg","image/jpeg","93877","2","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-021_Promo4_Web_Beer-Battered-Fish-Taco_THUMB_R1.jpg","image/jpeg","30186","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-095_Promo_4_Web_SpicyJack-ChickenQuesadilla_HERO.png","image/png","292099","2","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-021_Promo4_Web_Jumbo-Shrimp-Tacos_HERO_R1.png","image/png","109996","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-095_Promo_4_Web_SpicyJack-ChickenQuesadilla_Meal_HERO.png","image/png","84571","3","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-095_Promo_4_Web_SpicyJack-ChickenQuesadilla_Meal_THUMB.jpg","image/jpeg","37832","3","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-890%20Promo%203%20Digital%20Assets%20Website%20Images_StrawberrySprite_HERO﹖v=4.057.png","image/png","259475","2","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-021_Promo4_Web_Jumbo-Shrimp-Burrito_THUMB_R1.jpg","image/jpeg","25126","2","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-095_Promo_4_Web_SpicyJack-ChickenQuesadilla_THUMB.jpg","image/jpeg","60265","2","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-021_Promo4_Web_Jumbo-Shrimp-Burrito_HERO_R1.png","image/png","105622","2","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-890%20Promo%203%20Digital%20Assets%20Website%20Images_Strawberryshake_HERO﹖v=4.057.png","image/png","220145","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-021_Promo4_Web_Jumbo-Shrimp-Tacos_THUMB_R1.jpg","image/jpeg","46734","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-021_Promo4_Web_Jumbo-Shrimp-Tacos-Meal_HERO_R1.png","image/png","99325","2","Indexable","",""
"https://deltaco.com/files/menu/item/2-DEL-910_Promo-2-Website-Images_Thumbnail_Cafe-De-Olla-Coffee_R1S﹖v=4.057.jpg","image/jpeg","13691","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-324-Promo-6_Product_Hero_water_860x480﹖v=4.057.png","image/png","115983","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-890%20Promo%203%20Digital%20Assets%20Website%20Images_Strawberrylemonade_HERO﹖v=4.057.png","image/png","224953","1","Indexable","",""
"https://deltaco.com/files/menu/item/2-DEL-091-GPicedtea_860x480﹖v=4.057.png","image/png","209687","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-890%20Promo%203%20Digital%20Assets%20Website%20Images_NEW%20FEATURE-strawberrylemonade_THUMB﹖v=4.057.jpg","image/jpeg","84435","1","Indexable","",""
"https://deltaco.com/files/menu/item/1-DEL-579_Promo_8_Category_Image_Orange_Juice_450x355﹖v=4.057.jpg","image/jpeg","42881","1","Indexable","",""
"https://deltaco.com/files/menu/item/DEL-246-Promo-5_Category_Coke_450x355﹖v=4.057.jpg","image/jpeg","15100","1","Indexable","",""
"https://deltaco.com/files/menu/item/3-DEL-579_Promo_8_Category_Image_Iced_Coffee_450x355﹖v=4.057.jpg","image/jpeg","24082","1","Indexable","",""
