"Adresse","Type de contenu","Code HTTP","Statut","Crawl profondeur","Liens entrants"
"https://www.order.store/store/quick-saint-etienne-expo/8AMrA3gwTWaanu0AXmMpww","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-orleans/UtiyjUBeSWK1EQ8BgfAf9g","","0","Bloqué par robots.txt","4","1"
"https://deliveroohttps//deliveroo.fr/fr/restaurants/paris/sevran?fulfillment_method=DELIVERY&geohash=u09y3v0dhm5z.fr/fr/restaurants/paris/sevran?fulfillment_method=DELIVERY&geohash=u09y3v0dhm5z","","0","Échec de la recherche DNS","4","1"
"https://deliveroo.fr/fr/menu/orleans/pasteur-saint-vincent-acacias/quick-dorleans-place-darc","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-rouen-saint-sever/LgoduVp2TkqtJEkrrcIcHQ","","0","Bloqué par robots.txt","4","1"
"https://www.ubereats.com/fr/store/quick-aix-ouest/ezsMFOgDT2uu0yTvo7KbCg?diningMode=DELIVERY&pl=https://www.order.store/store/quick-aix-ouest/ezsMFOgDT2uu0yTvo7KbCg","text/html; charset=utf-8","200","OK","4","1"
"https://www.just-eat.fr/menu/quick-rouen-saint-sever?preview","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-grand-littoral/8dfFFL-yQ-GiwP7jssMtJw","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-creteil-prefecture/dPPqE3LlQhacIH5mh6w1UA","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/marseille/centre-commercial-grand-littoral/quick-marseille-grand-littoral/","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://deliveroo.fr/fr/menu/paris/creteil-prefecture/quick-creteil-prefecture/","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-aubiere/C8ntVnUbS4iK3zbI7tDxLg","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-place-de-clichy/k-2aUmj6RWCxlR9Yzx7nMw","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/paris/place-de-clichy/quick-place-de-clichy/","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-laval/hx01awfTRaKZ0JKm0OnONQ","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-ales/jMD2jIyBSfaj_YLqqo6JmA","","0","Bloqué par robots.txt","4","1"
"https://www.ubereats.com/fr/store/quick-villeurbanne/RcbHsvJBT1mFk72R6pwzZw?diningMode=DELIVERY&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMkxhJTIwRCVDMyVBOWZlbnNlJTIyJTJDJTIycmVmZXJlbmNlJTIyJTNBJTIyQ2hJSjNkR3RxZ1ZsNWtjUmlYZ3M2R3pJaF9FJTIyJTJDJTIycmVmZXJlbmNlVHlwZSUy","text/html; charset=utf-8","200","OK","4","1"
"https://www.just-eat.fr/menu/quick-saint-denis-stade?preview","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-saint-denis-grand-stade/zAh4Eb2zScyV8dGXxT0tOQ","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-niort-mendes/NkIGgk7iTn2iDGOhpd7O9Q","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/saint-etienne/cret-dr-roc/quick-saint-etienne-expo?geohash=u054eb49ksnt","text/html; charset=utf-8","200","OK","4","1"
"https://www.order.store/store/quick-troyes-drive/EpkfqG1sQlem_HeGD2Q1Tg","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-etampes/Op0Ry3O3Rn6hJb-o2lfCyQ","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/rouen/centre-ville-rive-gauche/quick-rouen-saint-sever?geohash=u0bc0z06m3gt","text/html; charset=utf-8","200","OK","4","1"
"https://www.order.store/store/quick-montpellier-gare-saint-roch/BPlhCURkQEq9X4jE6NuZ3w","","0","Bloqué par robots.txt","4","1"
"https://www.order.store/store/quick-lievin/1WyTlGECTiqr43RwZ1nwBw","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/montpellier/centre-ville/gare-de-montpellier-saint-roch","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-beauvais-manoury/u5qcSvHzSTCukHxaF8orEw","","0","Bloqué par robots.txt","4","1"
"https://www.just-eat.fr/menu/quick-beauvais-manoury?preview","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-ecully/AO0TzhGqSgC5INw77GINeQ","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/paris/rosny-sous-bois-nord/quick-rosny-cc","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://www.order.store/store/quick-westfield-rosny-2/JiJGTkhVSMCXnT_X019XAA","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/paris/saint-denis-stade-de-france/quick-saint-denis-grand-stade?geohash=u09wm9rzbvxv","text/html; charset=utf-8","200","OK","4","1"
"https://www.just-eat.fr/menu/quick-rosny-2?preview","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://deliveroo.fr/fr/menu/troyes/troyes-ecrevolles/quick-troyes-drive?geohash=u0dfu8qbkqsf","text/html; charset=utf-8","200","OK","4","1"
"https://www.order.store/store/quick-le-puy-en-velay/azLQehTFThu9L-Kg20QokQ","","0","Bloqué par robots.txt","4","1"
"https://deliveroo.fr/fr/menu/paris/2eme-bourse/quick-opera","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://deliveroo.fr/fr/menu/valenciennes/petite-foret/quick-valenciennes-petite-foret","text/html; charset=UTF-8","403","Forbidden","4","1"
"https://deliveroo.fr/fr/restaurants/clermont-ferrand/aubiere-romagnat","text/html; charset=utf-8","200","OK","4","1"
"https://www.order.store/store/quick-marignane-saint-victoret/Z2HasFiTSCCv6MIFcHZEpA","","0","Bloqué par robots.txt","4","1"
